日期,时点,甘肃_实时市场出清总电量（MWh）
2026-01-10,00:30,8378.85
2026-01-10,00:45,8383.71
2026-01-10,01:00,8378.93
2026-01-10,01:15,8400.42
2026-01-10,01:30,8370.22
2026-01-10,01:45,8355.79
2026-01-10,02:00,8329.21
2026-01-10,02:15,8278.42
2026-01-10,02:30,8097.32
2026-01-10,02:45,8065.18
2026-01-10,03:00,8035.50
2026-01-10,03:15,8257.78
2026-01-10,03:30,8240.90
2026-01-10,03:45,8215.79
2026-01-10,04:00,8246.45
2026-01-10,04:15,8275.12
2026-01-10,04:30,8266.08
2026-01-10,04:45,8228.92
2026-01-10,05:00,8227.79
2026-01-10,05:15,8238.09
2026-01-10,05:30,8379.62
2026-01-10,05:45,8461.49
2026-01-10,06:00,8468.85
2026-01-10,06:15,8619.93
2026-01-10,06:30,8617.87
2026-01-10,06:45,8677.12
2026-01-10,07:00,8659.07
2026-01-10,07:15,8213.91
2026-01-10,07:30,8257.85
2026-01-10,07:45,8238.30
2026-01-10,08:00,8256.85
2026-01-10,08:15,8434.47
2026-01-10,08:30,8495.83
2026-01-10,08:45,8591.67
2026-01-10,09:00,8576.56
2026-01-10,09:15,8489.25
2026-01-10,09:30,8678.57
2026-01-10,09:45,8827.32
2026-01-10,10:00,8924.58
2026-01-10,10:15,9122.73
2026-01-10,10:30,8952.39
2026-01-10,10:45,8833.55
2026-01-10,11:00,8747.69
2026-01-10,11:15,8587.02
2026-01-10,11:30,8619.79
2026-01-10,11:45,8340.07
2026-01-10,12:00,8238.27
2026-01-10,12:15,8606.87
2026-01-10,12:30,8572.58
2026-01-10,12:45,8512.25
2026-01-10,13:00,8500.31
2026-01-10,13:15,8489.58
2026-01-10,13:30,8417.35
2026-01-10,13:45,8309.15
2026-01-10,14:00,8346.33
2026-01-10,14:15,8315.58
2026-01-10,14:30,8066.86
2026-01-10,14:45,8285.77
2026-01-10,15:00,8375.54
2026-01-10,15:15,8378.25
2026-01-10,15:30,8399
2026-01-10,15:45,8579.67
2026-01-10,16:00,9116.87
2026-01-10,16:15,9207.96
2026-01-10,16:30,9135.08
2026-01-10,16:45,8691.89
2026-01-10,17:00,8709.08
2026-01-10,17:15,8865.50
2026-01-10,17:30,8928.92
2026-01-10,17:45,8970.87
2026-01-10,18:00,9036.98
2026-01-10,18:15,9118.17
2026-01-10,18:30,9053.30
2026-01-10,18:45,9073.24
2026-01-10,19:00,9038.54
2026-01-10,19:15,9066.36
2026-01-10,19:30,9063.84
2026-01-10,19:45,9040.48
2026-01-10,20:00,9044.88
2026-01-10,20:15,9019.73
2026-01-10,20:30,8981.14
2026-01-10,20:45,8946.45
2026-01-10,21:00,8845.67
2026-01-10,21:15,8774.85
2026-01-10,21:30,8761.89
2026-01-10,21:45,8678.11
2026-01-10,22:00,8547.36
2026-01-10,22:15,8833.34
2026-01-10,22:30,8887.28
2026-01-10,22:45,8761.99
2026-01-10,23:00,8654.34
2026-01-10,23:15,8613.41
2026-01-10,23:30,8542.25
2026-01-10,23:45,8478.13
2026-01-10,24:00,8403.03
2026-01-11,00:15,8428.25
2026-01-11,00:30,8365.80
2026-01-11,00:45,8371.28
2026-01-11,01:00,8365.87
2026-01-11,01:15,8382.43
2026-01-11,01:30,8340.29
2026-01-11,01:45,8408.54
2026-01-11,02:00,8290.21
2026-01-11,02:15,8051.31
2026-01-11,02:30,7992.48
2026-01-11,02:45,7998.64
2026-01-11,03:00,8275.05
2026-01-11,03:15,8442.50
2026-01-11,03:30,8376.82
2026-01-11,03:45,8391.20
2026-01-11,04:00,8356.62
2026-01-11,04:15,8369.74
2026-01-11,04:30,8501.15
2026-01-11,04:45,8840.26
2026-01-11,05:00,8753.42
2026-01-11,05:15,8767.37
2026-01-11,05:30,8858.82
2026-01-11,05:45,8958.38
2026-01-11,06:00,9056.32
2026-01-11,06:15,9215.03
2026-01-11,06:30,8978.35
2026-01-11,06:45,9331.44
2026-01-11,07:00,9274.68
2026-01-11,07:15,8853.35
2026-01-11,07:30,9043.99
2026-01-11,07:45,9141.94
2026-01-11,08:00,9123.11
2026-01-11,08:15,9297.68
2026-01-11,08:30,9092.80
2026-01-11,08:45,9055.82
2026-01-11,09:00,8895.72
2026-01-11,09:15,9088.69
2026-01-11,09:30,8671.86
2026-01-11,09:45,8775.27
2026-01-11,10:00,9116.86
2026-01-11,10:15,8892.93
2026-01-11,10:30,8880.43
2026-01-11,10:45,8717.66
2026-01-11,11:00,8657.24
2026-01-11,11:15,8665.37
2026-01-11,11:30,8680.89
2026-01-11,11:45,8534
2026-01-11,12:00,8555.96
2026-01-11,12:15,8584.86
2026-01-11,12:30,8564.82
2026-01-11,12:45,8506.21
2026-01-11,13:00,8512.05
2026-01-11,13:15,8494.91
2026-01-11,13:30,8268.54
2026-01-11,13:45,8263.77
2026-01-11,14:00,8419.54
2026-01-11,14:15,8237.34
2026-01-11,14:30,8240.79
2026-01-11,14:45,8348.76
2026-01-11,15:00,8371.69
2026-01-11,15:15,8302.49
2026-01-11,15:30,8344.67
2026-01-11,15:45,8440.15
2026-01-11,16:00,8582.83
2026-01-11,16:15,8375.48
2026-01-11,16:30,8450.17
2026-01-11,16:45,8603.37
2026-01-11,17:00,8966.56
2026-01-11,17:15,9524.17
2026-01-11,17:30,9386.49
2026-01-11,17:45,9391.12
2026-01-11,18:00,9244.81
2026-01-11,18:15,9289.21
2026-01-11,18:30,9320.71
2026-01-11,18:45,9354.57
2026-01-11,19:00,9328.47
2026-01-11,19:15,9354.07
2026-01-11,19:30,9203.93
2026-01-11,19:45,9222.48
2026-01-11,20:00,9232.01
2026-01-11,20:15,9065.94
2026-01-11,20:30,9025.32
2026-01-11,20:45,9012.48
2026-01-11,21:00,8896.13
2026-01-11,21:15,8827.59
2026-01-11,21:30,8814.13
2026-01-11,21:45,8748.17
2026-01-11,22:00,8707.45
2026-01-11,22:15,9199.05
2026-01-11,22:30,9116.15
2026-01-11,22:45,8912.93
2026-01-11,23:00,9255.91
2026-01-11,23:15,9283.48
2026-01-11,23:30,9235.61
2026-01-11,23:45,9071.76
2026-01-11,24:00,8745.29
2026-01-12,00:15,8706.24
2026-01-12,00:30,8685.26
2026-01-12,00:45,8694.37
2026-01-12,01:00,8692.02
2026-01-12,01:15,8587.19
2026-01-12,01:30,8395.46
2026-01-12,01:45,8436.23
2026-01-12,02:00,8425.55
2026-01-12,02:15,8125.40
2026-01-12,02:30,8384.65
2026-01-12,02:45,8358.04
2026-01-12,03:00,8334.41
2026-01-12,03:15,8396.16
2026-01-12,03:30,8476.58
2026-01-12,03:45,8407.99
2026-01-12,04:00,8382.26
2026-01-12,04:15,8195.35
2026-01-12,04:30,8392.76
2026-01-12,04:45,8428.89
2026-01-12,05:00,8402
2026-01-12,05:15,8388.62
2026-01-12,05:30,8483.26
2026-01-12,05:45,8663.20
2026-01-12,06:00,8709.77
2026-01-12,06:15,8694.79
2026-01-12,06:30,8771.83
2026-01-12,06:45,8836.47
2026-01-12,07:00,8840.58
2026-01-12,07:15,8400.12
2026-01-12,07:30,8463.36
2026-01-12,07:45,8293.50
2026-01-12,08:00,8546.89
2026-01-12,08:15,8631.19
2026-01-12,08:30,8583.81
2026-01-12,08:45,8634.85
2026-01-12,09:00,8888.63
2026-01-12,09:15,8905.32
2026-01-12,09:30,9164.19
2026-01-12,09:45,9245.75
2026-01-12,10:00,9359.80
2026-01-12,10:15,9042.61
2026-01-12,10:30,8832.22
2026-01-12,10:45,8878.86
2026-01-12,11:00,8861.96
2026-01-12,11:15,8801.21
2026-01-12,11:30,8752.32
2026-01-12,11:45,8732.67
2026-01-12,12:00,8688.39
2026-01-12,12:15,8634.64
2026-01-12,12:30,8530.57
2026-01-12,12:45,8493.04
2026-01-12,13:00,8570.29
2026-01-12,13:15,8560.87
2026-01-12,13:30,8520.17
2026-01-12,13:45,8506.98
2026-01-12,14:00,8546.53
2026-01-12,14:15,8512.49
2026-01-12,14:30,8386.17
2026-01-12,14:45,8374.68
2026-01-12,15:00,8547.23
2026-01-12,15:15,8671.14
2026-01-12,15:30,8749.23
2026-01-12,15:45,8962.81
2026-01-12,16:00,8997.33
2026-01-12,16:15,9188.11
2026-01-12,16:30,8966.93
2026-01-12,16:45,9001.08
2026-01-12,17:00,8827.20
2026-01-12,17:15,8873.88
2026-01-12,17:30,8939.88
2026-01-12,17:45,8903.38
2026-01-12,18:00,8905.93
2026-01-12,18:15,8962.48
2026-01-12,18:30,9019.62
2026-01-12,18:45,9049.76
2026-01-12,19:00,9058.21
2026-01-12,19:15,9071.32
2026-01-12,19:30,9004.41
2026-01-12,19:45,9054.94
2026-01-12,20:00,9053.16
2026-01-12,20:15,8993
2026-01-12,20:30,9004.77
2026-01-12,20:45,8941.50
2026-01-12,21:00,8848.95
2026-01-12,21:15,8772.79
2026-01-12,21:30,8785.35
2026-01-12,21:45,8714.25
2026-01-12,22:00,8617.79
2026-01-12,22:15,9016.91
2026-01-12,22:30,8973.57
2026-01-12,22:45,8785.18
2026-01-12,23:00,8611.38
2026-01-12,23:15,8374.33
2026-01-12,23:30,8194.51
2026-01-12,23:45,8100.45
2026-01-12,24:00,8103.24
2026-01-13,00:15,8157.26
2026-01-13,00:30,8190.98
2026-01-13,00:45,8230.89
2026-01-13,01:00,8251.49
2026-01-13,01:15,8200.45
2026-01-13,01:30,8190.32
2026-01-13,01:45,8200.49
2026-01-13,02:00,8120.82
2026-01-13,02:15,7951.50
2026-01-13,02:30,7968.03
2026-01-13,02:45,7909.03
2026-01-13,03:00,7939.89
2026-01-13,03:15,8139.44
2026-01-13,03:30,8053.86
2026-01-13,03:45,8059.08
2026-01-13,04:00,8077.68
2026-01-13,04:15,8018.54
2026-01-13,04:30,8048.98
2026-01-13,04:45,8046.41
2026-01-13,05:00,8006.50
2026-01-13,05:15,8010.65
2026-01-13,05:30,8124.19
2026-01-13,05:45,8122.90
2026-01-13,06:00,8206.40
2026-01-13,06:15,8562.20
2026-01-13,06:30,8582.33
2026-01-13,06:45,8580.08
2026-01-13,07:00,8663.98
2026-01-13,07:15,8192.90
2026-01-13,07:30,8312.11
2026-01-13,07:45,8353.51
2026-01-13,08:00,8393.45
2026-01-13,08:15,8508.82
2026-01-13,08:30,8537.67
2026-01-13,08:45,8514.22
2026-01-13,09:00,8488.75
2026-01-13,09:15,8588.77
2026-01-13,09:30,8661.23
2026-01-13,09:45,8851.12
2026-01-13,10:00,9186.08
2026-01-13,10:15,9037.42
2026-01-13,10:30,8940.38
2026-01-13,10:45,8892.55
2026-01-13,11:00,8816.82
2026-01-13,11:15,8756.22
2026-01-13,11:30,8538.06
2026-01-13,11:45,8454.27
2026-01-13,12:00,8300.33
2026-01-13,12:15,8179
2026-01-13,12:30,8201.43
2026-01-13,12:45,8160.29
2026-01-13,13:00,8307.01
2026-01-13,13:15,8102.35
2026-01-13,13:30,8025.38
2026-01-13,13:45,8180.45
2026-01-13,14:00,8195.42
2026-01-13,14:15,8171.59
2026-01-13,14:30,8113.36
2026-01-13,14:45,8163.13
2026-01-13,15:00,8212.09
2026-01-13,15:15,8247.87
2026-01-13,15:30,8257.03
2026-01-13,15:45,8279.74
2026-01-13,16:00,8240.93
2026-01-13,16:15,8602.22
2026-01-13,16:30,8945.37
2026-01-13,16:45,9145.18
2026-01-13,17:00,9604.50
2026-01-13,17:15,10248.20
2026-01-13,17:30,10276.20
2026-01-13,17:45,10006.30
2026-01-13,18:00,9851.19
2026-01-13,18:15,9796.33
2026-01-13,18:30,9711.89
2026-01-13,18:45,9886.30
2026-01-13,19:00,9872.88
2026-01-13,19:15,9984.26
2026-01-13,19:30,10152.40
2026-01-13,19:45,10143.80
2026-01-13,20:00,10009.30
2026-01-13,20:15,9959.57
2026-01-13,20:30,9872.39
2026-01-13,20:45,9805.45
2026-01-13,21:00,9727
2026-01-13,21:15,9746.08
2026-01-13,21:30,9760.22
2026-01-13,21:45,9837.50
2026-01-13,22:00,9914.57
2026-01-13,22:15,10497.60
2026-01-13,22:30,10292.20
2026-01-13,22:45,10135.90
2026-01-13,23:00,9986.34
2026-01-13,23:15,9516.92
2026-01-13,23:30,9598.80
2026-01-13,23:45,9537.36
2026-01-13,24:00,9355.37
2026-01-14,00:15,9045.68
2026-01-14,00:30,9362.17
2026-01-14,00:45,9335.87
2026-01-14,01:00,9089.32
2026-01-14,01:15,9153.05
2026-01-14,01:30,9121.98
2026-01-14,01:45,9157.90
2026-01-14,02:00,9029.45
2026-01-14,02:15,8756.34
2026-01-14,02:30,8680.12
2026-01-14,02:45,8741.96
2026-01-14,03:00,8687.56
2026-01-14,03:15,8682.38
2026-01-14,03:30,8665.59
2026-01-14,03:45,8633.01
2026-01-14,04:00,8624.63
2026-01-14,04:15,8504.07
2026-01-14,04:30,8482.26
2026-01-14,04:45,8488.45
2026-01-14,05:00,8462.49
2026-01-14,05:15,8618.02
2026-01-14,05:30,8712.02
2026-01-14,05:45,8832.03
2026-01-14,06:00,8885.40
2026-01-14,06:15,8786.97
2026-01-14,06:30,8813.73
2026-01-14,06:45,8732.24
2026-01-14,07:00,8622.01
2026-01-14,07:15,8299.53
2026-01-14,07:30,8337.13
2026-01-14,07:45,8352.07
2026-01-14,08:00,8328.50
2026-01-14,08:15,8427.64
2026-01-14,08:30,8438.34
2026-01-14,08:45,8352.87
2026-01-14,09:00,8384.59
2026-01-14,09:15,8627.16
2026-01-14,09:30,9152.54
2026-01-14,09:45,9264.09
2026-01-14,10:00,9257.84
2026-01-14,10:15,9113.91
2026-01-14,10:30,8938.28
2026-01-14,10:45,8833.67
2026-01-14,11:00,8832.76
2026-01-14,11:15,8811.41
2026-01-14,11:30,8716.38
2026-01-14,11:45,8708.82
2026-01-14,12:00,9001.87
2026-01-14,12:15,8863
2026-01-14,12:30,8609.66
2026-01-14,12:45,8304.09
2026-01-14,13:00,8259.90
2026-01-14,13:15,8297.08
2026-01-14,13:30,8312.19
2026-01-14,13:45,8275.26
2026-01-14,14:00,8136.92
2026-01-14,14:15,8201.04
2026-01-14,14:30,8187.38
2026-01-14,14:45,8281.30
2026-01-14,15:00,8345.09
2026-01-14,15:15,8387.01
2026-01-14,15:30,8367.04
2026-01-14,15:45,8388.16
2026-01-14,16:00,8549.69
2026-01-14,16:15,9213.57
2026-01-14,16:30,9395.60
2026-01-14,16:45,8876.71
2026-01-14,17:00,9339.14
2026-01-14,17:15,9519.85
2026-01-14,17:30,9360.31
2026-01-14,17:45,9240.62
2026-01-14,18:00,9086.25
2026-01-14,18:15,8891.98
2026-01-14,18:30,8981.57
2026-01-14,18:45,9028.80
2026-01-14,19:00,9102.54
2026-01-14,19:15,9139.29
2026-01-14,19:30,9110.47
2026-01-14,19:45,9035.73
2026-01-14,20:00,9313.40
2026-01-14,20:15,9294.97
2026-01-14,20:30,9210.05
2026-01-14,20:45,9269.28
2026-01-14,21:00,9213.74
2026-01-14,21:15,9135.74
2026-01-14,21:30,9143.59
2026-01-14,21:45,9129.81
2026-01-14,22:00,9076.31
2026-01-14,22:15,9175.79
2026-01-14,22:30,9046.11
2026-01-14,22:45,8789.19
2026-01-14,23:00,8540.26
2026-01-14,23:15,8425.03
2026-01-14,23:30,8362.14
2026-01-14,23:45,8194.26
2026-01-14,24:00,8006.25
2026-01-15,00:15,8838.10
2026-01-15,00:30,8778.84
2026-01-15,00:45,8730.64
2026-01-15,01:00,8740.68
2026-01-15,01:15,8777.63
2026-01-15,01:30,8744.81
2026-01-15,01:45,8212.61
2026-01-15,02:00,8045.90
2026-01-15,02:15,8028.67
2026-01-15,02:30,7972.74
2026-01-15,02:45,7943.70
2026-01-15,03:00,7966.82
2026-01-15,03:15,8153.41
2026-01-15,03:30,8144.35
2026-01-15,03:45,8167.99
2026-01-15,04:00,8120.79
2026-01-15,04:15,8093.84
2026-01-15,04:30,8124.41
2026-01-15,04:45,8163.24
2026-01-15,05:00,8140.31
2026-01-15,05:15,8161.48
2026-01-15,05:30,8247.79
2026-01-15,05:45,8367.72
2026-01-15,06:00,8462.93
2026-01-15,06:15,8538.79
2026-01-15,06:30,8572.25
2026-01-15,06:45,8575.72
2026-01-15,07:00,8513.83
2026-01-15,07:15,8323.28
2026-01-15,07:30,8298.59
2026-01-15,07:45,8270
2026-01-15,08:00,8376.44
2026-01-15,08:15,8482.29
2026-01-15,08:30,8594.90
2026-01-15,08:45,8592.33
2026-01-15,09:00,8693.73
2026-01-15,09:15,8694.29
2026-01-15,09:30,8661.85
2026-01-15,09:45,8607.20
2026-01-15,10:00,8893.52
2026-01-15,10:15,9026.35
2026-01-15,10:30,9048.38
2026-01-15,10:45,8827.44
2026-01-15,11:00,8681.61
2026-01-15,11:15,8904.08
2026-01-15,11:30,8767.97
2026-01-15,11:45,8293.38
2026-01-15,12:00,8272.25
2026-01-15,12:15,8310.67
2026-01-15,12:30,8291.86
2026-01-15,12:45,8186.90
2026-01-15,13:00,8162.30
2026-01-15,13:15,8155.96
2026-01-15,13:30,8198.18
2026-01-15,13:45,8195.23
2026-01-15,14:00,8096.90
2026-01-15,14:15,8249.23
2026-01-15,14:30,8252.74
2026-01-15,14:45,8165.75
2026-01-15,15:00,8075.28
2026-01-15,15:15,8098.81
2026-01-15,15:30,8173.89
2026-01-15,15:45,8173.19
2026-01-15,16:00,8242.05
2026-01-15,16:15,8539.69
2026-01-15,16:30,8269.61
2026-01-15,16:45,8612.99
2026-01-15,17:00,8781.02
2026-01-15,17:15,8946.16
2026-01-15,17:30,8902.41
2026-01-15,17:45,8997.62
2026-01-15,18:00,9093.08
2026-01-15,18:15,8803.89
2026-01-15,18:30,8897.28
2026-01-15,18:45,8951.29
2026-01-15,19:00,8624.20
2026-01-15,19:15,8784.96
2026-01-15,19:30,8946.40
2026-01-15,19:45,8904.03
2026-01-15,20:00,8877.25
2026-01-15,20:15,8904.87
2026-01-15,20:30,8827.87
2026-01-15,20:45,8811.07
2026-01-15,21:00,8709.50
2026-01-15,21:15,8676.59
2026-01-15,21:30,8634.40
2026-01-15,21:45,8612.91
2026-01-15,22:00,8468.49
2026-01-15,22:15,8766.43
2026-01-15,22:30,8734.70
2026-01-15,22:45,8524.73
2026-01-15,23:00,8483.12
2026-01-15,23:15,8241.77
2026-01-15,23:30,8033.31
2026-01-15,23:45,8012.75
2026-01-15,24:00,8001.58
2026-01-16,00:15,7843.93
2026-01-16,00:30,7918.83
2026-01-16,00:45,7972.42
2026-01-16,01:00,7923.87
2026-01-16,01:15,7943.29
2026-01-16,01:30,7883.85
2026-01-16,01:45,7827.65
2026-01-16,02:00,7846.58
2026-01-16,02:15,7935.23
2026-01-16,02:30,7940.12
2026-01-16,02:45,7970.07
2026-01-16,03:00,8074.98
2026-01-16,03:15,8259.77
2026-01-16,03:30,8225.04
2026-01-16,03:45,8244.04
2026-01-16,04:00,8253.09
2026-01-16,04:15,8312.91
2026-01-16,04:30,8377.26
2026-01-16,04:45,8411.72
2026-01-16,05:00,8378.11
2026-01-16,05:15,8419.49
2026-01-16,05:30,8403.82
2026-01-16,05:45,8328.76
2026-01-16,06:00,8292.29
2026-01-16,06:15,8499.18
2026-01-16,06:30,8469.97
2026-01-16,06:45,8403.70
2026-01-16,07:00,8383.38
2026-01-16,07:15,8010.87
2026-01-16,07:30,8179.76
2026-01-16,07:45,8185.94
2026-01-16,08:00,8279.63
2026-01-16,08:15,8323.05
2026-01-16,08:30,8430.12
2026-01-16,08:45,8439.28
2026-01-16,09:00,8410.61
2026-01-16,09:15,8483.46
2026-01-16,09:30,8537.82
2026-01-16,09:45,8553.09
2026-01-16,10:00,8826.07
2026-01-16,10:15,8925.76
2026-01-16,10:30,8847.12
2026-01-16,10:45,8820.49
2026-01-16,11:00,8775.95
2026-01-16,11:15,8879.06
2026-01-16,11:30,8866.68
2026-01-16,11:45,8838.51
2026-01-16,12:00,8807.46
2026-01-16,12:15,8950.16
2026-01-16,12:30,8900.55
2026-01-16,12:45,8840.23
2026-01-16,13:00,8802
2026-01-16,13:15,8851.16
2026-01-16,13:30,8877.43
2026-01-16,13:45,8626.20
2026-01-16,14:00,8591.20
2026-01-16,14:15,8484.91
2026-01-16,14:30,8506.18
2026-01-16,14:45,8503.11
2026-01-16,15:00,8504.71
2026-01-16,15:15,8766.06
2026-01-16,15:30,9096.45
2026-01-16,15:45,8686.41
2026-01-16,16:00,8618.11
2026-01-16,16:15,8818.80
2026-01-16,16:30,8914.70
2026-01-16,16:45,8999.95
2026-01-16,17:00,9153.13
2026-01-16,17:15,8914.29
2026-01-16,17:30,8875.06
2026-01-16,17:45,8897.92
2026-01-16,18:00,8887.41
2026-01-16,18:15,8905.81
2026-01-16,18:30,9023.30
2026-01-16,18:45,9049.42
2026-01-16,19:00,8993.10
2026-01-16,19:15,8880.41
2026-01-16,19:30,8875.14
2026-01-16,19:45,8856.93
2026-01-16,20:00,8835.82
2026-01-16,20:15,8824.14
2026-01-16,20:30,8785.54
2026-01-16,20:45,8732.63
2026-01-16,21:00,8681.86
2026-01-16,21:15,8627.51
2026-01-16,21:30,8598.74
2026-01-16,21:45,8592.47
2026-01-16,22:00,8484.42
2026-01-16,22:15,8838.53
2026-01-16,22:30,8666.30
2026-01-16,22:45,8571.72
2026-01-16,23:00,8432.69
2026-01-16,23:15,8169.97
2026-01-16,23:30,7993.46
2026-01-16,23:45,7949.13
2026-01-16,24:00,7997.48
2026-01-17,00:15,8327.20
2026-01-17,00:30,8602.23
2026-01-17,00:45,8561.58
2026-01-17,01:00,8422.63
2026-01-17,01:15,8468.81
2026-01-17,01:30,8677.41
2026-01-17,01:45,8515.51
2026-01-17,02:00,8450.39
2026-01-17,02:15,8351.86
2026-01-17,02:30,8680.39
2026-01-17,02:45,8582.64
2026-01-17,03:00,8532.99
2026-01-17,03:15,8524.59
2026-01-17,03:30,8484.46
2026-01-17,03:45,8499.14
2026-01-17,04:00,8447.29
2026-01-17,04:15,8411.43
2026-01-17,04:30,8413.69
2026-01-17,04:45,8400.99
2026-01-17,05:00,8663.75
2026-01-17,05:15,8621.38
2026-01-17,05:30,8762.38
2026-01-17,05:45,8866.85
2026-01-17,06:00,8679.83
2026-01-17,06:15,8775.61
2026-01-17,06:30,9000.03
2026-01-17,06:45,9043.64
2026-01-17,07:00,9017.98
2026-01-17,07:15,8560.28
2026-01-17,07:30,8757.38
2026-01-17,07:45,8619.53
2026-01-17,08:00,8679.79
2026-01-17,08:15,8679.29
2026-01-17,08:30,8719.21
2026-01-17,08:45,8781.88
2026-01-17,09:00,8750.36
2026-01-17,09:15,8609.63
2026-01-17,09:30,8683.07
2026-01-17,09:45,8954.75
2026-01-17,10:00,9357.39
2026-01-17,10:15,9404.52
2026-01-17,10:30,9316.89
2026-01-17,10:45,9084.50
2026-01-17,11:00,8880.23
2026-01-17,11:15,8695.45
2026-01-17,11:30,8543.01
2026-01-17,11:45,8417.19
2026-01-17,12:00,8484.78
2026-01-17,12:15,8431.31
2026-01-17,12:30,8549.53
2026-01-17,12:45,8546.74
2026-01-17,13:00,8339.85
2026-01-17,13:15,8371.12
2026-01-17,13:30,8351.51
2026-01-17,13:45,8288.51
2026-01-17,14:00,8294.22
2026-01-17,14:15,8274.59
2026-01-17,14:30,8297.94
2026-01-17,14:45,8318.32
2026-01-17,15:00,8433.45
2026-01-17,15:15,8557.40
2026-01-17,15:30,8646.91
2026-01-17,15:45,8689
2026-01-17,16:00,8361.96
2026-01-17,16:15,8456.69
2026-01-17,16:30,8489.66
2026-01-17,16:45,8788.94
2026-01-17,17:00,8894.40
2026-01-17,17:15,8697.41
2026-01-17,17:30,8750
2026-01-17,17:45,8811.85
2026-01-17,18:00,8889.32
2026-01-17,18:15,8791.87
2026-01-17,18:30,8877.03
2026-01-17,18:45,8960.17
2026-01-17,19:00,8975.09
2026-01-17,19:15,8918.27
2026-01-17,19:30,8892.81
2026-01-17,19:45,8934.70
2026-01-17,20:00,9049.36
2026-01-17,20:15,8904.45
2026-01-17,20:30,8930.25
2026-01-17,20:45,8900.76
2026-01-17,21:00,8630.82
2026-01-17,21:15,8659.03
2026-01-17,21:30,8660.23
2026-01-17,21:45,8603.34
2026-01-17,22:00,8516.32
2026-01-17,22:15,8972.24
2026-01-17,22:30,8848.22
2026-01-17,22:45,8722.58
2026-01-17,23:00,8678.11
2026-01-17,23:15,8461.25
2026-01-17,23:30,8686.45
2026-01-17,23:45,8554.16
2026-01-17,24:00,8489.59
2026-01-18,00:15,8559.59
2026-01-18,00:30,8537.32
2026-01-18,00:45,8564.35
2026-01-18,01:00,8707.81
2026-01-18,01:15,8704.60
2026-01-18,01:30,8656.08
2026-01-18,01:45,8665.29
2026-01-18,02:00,8812.04
2026-01-18,02:15,8927.92
2026-01-18,02:30,8940.87
2026-01-18,02:45,9189.53
2026-01-18,03:00,9031.55
2026-01-18,03:15,9113.76
2026-01-18,03:30,9131.71
2026-01-18,03:45,9130.43
2026-01-18,04:00,9092.58
2026-01-18,04:15,9248.44
2026-01-18,04:30,9234
2026-01-18,04:45,9249.29
2026-01-18,05:00,9295.52
2026-01-18,05:15,9266.90
2026-01-18,05:30,9092.70
2026-01-18,05:45,9136.23
2026-01-18,06:00,9307.36
2026-01-18,06:15,9215.74
2026-01-18,06:30,9201.05
2026-01-18,06:45,9276.20
2026-01-18,07:00,9034.62
2026-01-18,07:15,8540.58
2026-01-18,07:30,8614.09
2026-01-18,07:45,9039.08
2026-01-18,08:00,9117.29
2026-01-18,08:15,9350.03
2026-01-18,08:30,9487.62
2026-01-18,08:45,9425.04
2026-01-18,09:00,9211.38
2026-01-18,09:15,9317.90
2026-01-18,09:30,9131
2026-01-18,09:45,9359.72
2026-01-18,10:00,9559.14
2026-01-18,10:15,9157.94
2026-01-18,10:30,9336.82
2026-01-18,10:45,9409.10
2026-01-18,11:00,9431.86
2026-01-18,11:15,9498.22
2026-01-18,11:30,9521.90
2026-01-18,11:45,9319.43
2026-01-18,12:00,9222.47
2026-01-18,12:15,8810.32
2026-01-18,12:30,8929.09
2026-01-18,12:45,8986.38
2026-01-18,13:00,9120.91
2026-01-18,13:15,9194.46
2026-01-18,13:30,9215.36
2026-01-18,13:45,9288.49
2026-01-18,14:00,9279.95
2026-01-18,14:15,9076.36
2026-01-18,14:30,9135.25
2026-01-18,14:45,9160.54
2026-01-18,15:00,9163.49
2026-01-18,15:15,8937.96
2026-01-18,15:30,9002.76
2026-01-18,15:45,9224.67
2026-01-18,16:00,8988.72
2026-01-18,16:15,9007.77
2026-01-18,16:30,9298.43
2026-01-18,16:45,9621.92
2026-01-18,17:00,9873.88
2026-01-18,17:15,9876.67
2026-01-18,17:30,9870.74
2026-01-18,17:45,9617.42
2026-01-18,18:00,9448.87
2026-01-18,18:15,9683.95
2026-01-18,18:30,9711.65
2026-01-18,18:45,10099.10
2026-01-18,19:00,10027.90
2026-01-18,19:15,9699.28
2026-01-18,19:30,9669.40
2026-01-18,19:45,9624.08
2026-01-18,20:00,9596.20
2026-01-18,20:15,9633.71
2026-01-18,20:30,9624.98
2026-01-18,20:45,9655.73
2026-01-18,21:00,9596.21
2026-01-18,21:15,9627.59
2026-01-18,21:30,9578.97
2026-01-18,21:45,9591.83
2026-01-18,22:00,9620.08
2026-01-18,22:15,10040.40
2026-01-18,22:30,9946.64
2026-01-18,22:45,9727.63
2026-01-18,23:00,9452.75
2026-01-18,23:15,8903.74
2026-01-18,23:30,8894.21
2026-01-18,23:45,8804.74
2026-01-18,24:00,8653.83
2026-01-19,00:15,8805.22
2026-01-19,00:30,8839.34
2026-01-19,00:45,8909.33
2026-01-19,01:00,8902.39
2026-01-19,01:15,8885.36
2026-01-19,01:30,8891.83
2026-01-19,01:45,8875.51
2026-01-19,02:00,8891.92
2026-01-19,02:15,8547.08
2026-01-19,02:30,8568.54
2026-01-19,02:45,8590.31
2026-01-19,03:00,8552.89
