日期,时点,甘肃_实时市场出清总电量（MWh）
2026-01-19,03:15,8681.16
2026-01-19,03:30,8553.62
2026-01-19,03:45,8409.54
2026-01-19,04:00,8418.60
2026-01-19,04:15,8406.62
2026-01-19,04:30,8372.80
2026-01-19,04:45,8408.72
2026-01-19,05:00,8444.65
2026-01-19,05:15,8446.69
2026-01-19,05:30,8497.71
2026-01-19,05:45,8531.34
2026-01-19,06:00,8603.16
2026-01-19,06:15,8663.96
2026-01-19,06:30,8824.71
2026-01-19,06:45,8923.78
2026-01-19,07:00,8829.01
2026-01-19,07:15,8263.61
2026-01-19,07:30,8393.94
2026-01-19,07:45,8435.39
2026-01-19,08:00,8399.12
2026-01-19,08:15,8516.68
2026-01-19,08:30,8604.12
2026-01-19,08:45,8882.73
2026-01-19,09:00,8862.30
2026-01-19,09:15,9085.99
2026-01-19,09:30,9203.93
2026-01-19,09:45,9675.49
2026-01-19,10:00,9894.63
2026-01-19,10:15,9527.08
2026-01-19,10:30,9524.54
2026-01-19,10:45,9639.92
2026-01-19,11:00,9659.51
2026-01-19,11:15,9488.70
2026-01-19,11:30,9480.27
2026-01-19,11:45,9374.18
2026-01-19,12:00,9300.47
2026-01-19,12:15,8931.57
2026-01-19,12:30,8975.29
2026-01-19,12:45,8942.91
2026-01-19,13:00,9013.71
2026-01-19,13:15,8918.69
2026-01-19,13:30,8587.27
2026-01-19,13:45,8784.70
2026-01-19,14:00,8900.86
2026-01-19,14:15,8730.71
2026-01-19,14:30,8700.02
2026-01-19,14:45,8647.03
2026-01-19,15:00,8664.79
2026-01-19,15:15,8563.48
2026-01-19,15:30,8662.83
2026-01-19,15:45,8682.62
2026-01-19,16:00,8792.62
2026-01-19,16:15,8835.40
2026-01-19,16:30,9053.58
2026-01-19,16:45,9551.09
2026-01-19,17:00,9565.45
2026-01-19,17:15,9978.82
2026-01-19,17:30,9929.42
2026-01-19,17:45,9751.51
2026-01-19,18:00,9692.91
2026-01-19,18:15,9398.91
2026-01-19,18:30,9374.38
2026-01-19,18:45,9412.79
2026-01-19,19:00,9380.50
2026-01-19,19:15,9405.20
2026-01-19,19:30,9475.66
2026-01-19,19:45,9472.01
2026-01-19,20:00,9461.79
2026-01-19,20:15,9227.62
2026-01-19,20:30,9105.29
2026-01-19,20:45,9047.99
2026-01-19,21:00,8960.49
2026-01-19,21:15,8743.38
2026-01-19,21:30,8955.38
2026-01-19,21:45,8894.04
2026-01-19,22:00,8934.50
2026-01-19,22:15,9310.72
2026-01-19,22:30,8994.42
2026-01-19,22:45,8927.74
2026-01-19,23:00,8762.43
2026-01-19,23:15,8672.01
2026-01-19,23:30,8633.25
2026-01-19,23:45,8579.82
2026-01-19,24:00,8521.65
2026-01-20,00:15,8842.04
2026-01-20,00:30,8768.67
2026-01-20,00:45,8736.47
2026-01-20,01:00,8701.38
2026-01-20,01:15,8697.62
2026-01-20,01:30,8679.03
2026-01-20,01:45,8654.66
2026-01-20,02:00,8630.88
2026-01-20,02:15,8668.38
2026-01-20,02:30,8623.25
2026-01-20,02:45,8643.68
2026-01-20,03:00,8527.51
2026-01-20,03:15,8658.33
2026-01-20,03:30,8543.93
2026-01-20,03:45,8478.83
2026-01-20,04:00,8604.71
2026-01-20,04:15,8500.96
2026-01-20,04:30,8511.21
2026-01-20,04:45,8175.12
2026-01-20,05:00,8212.03
2026-01-20,05:15,8165.64
2026-01-20,05:30,8226.67
2026-01-20,05:45,8087.96
2026-01-20,06:00,8084.59
2026-01-20,06:15,8147.57
2026-01-20,06:30,8149.02
2026-01-20,06:45,8157.08
2026-01-20,07:00,8142.63
2026-01-20,07:15,8116.29
2026-01-20,07:30,8403.48
2026-01-20,07:45,8478.46
2026-01-20,08:00,8474.88
2026-01-20,08:15,8630.98
2026-01-20,08:30,8585.82
2026-01-20,08:45,8455.83
2026-01-20,09:00,8439.65
2026-01-20,09:15,8760.18
2026-01-20,09:30,9073.77
2026-01-20,09:45,9151.14
2026-01-20,10:00,9552.66
2026-01-20,10:15,9409.97
2026-01-20,10:30,9270.98
2026-01-20,10:45,9329.51
2026-01-20,11:00,9434.59
2026-01-20,11:15,9462.55
2026-01-20,11:30,9437.88
2026-01-20,11:45,9509.33
2026-01-20,12:00,9474.49
2026-01-20,12:15,9490.72
2026-01-20,12:30,9379.21
2026-01-20,12:45,9300.53
2026-01-20,13:00,9303.95
2026-01-20,13:15,9220.23
2026-01-20,13:30,9178.33
2026-01-20,13:45,9183.22
2026-01-20,14:00,9153.89
2026-01-20,14:15,9114.63
2026-01-20,14:30,9090.38
2026-01-20,14:45,9078.53
2026-01-20,15:00,9131.76
2026-01-20,15:15,8885.29
2026-01-20,15:30,8929.13
2026-01-20,15:45,8917.37
2026-01-20,16:00,8955.50
2026-01-20,16:15,8737.79
2026-01-20,16:30,8849.62
2026-01-20,16:45,9003.58
2026-01-20,17:00,9011.17
2026-01-20,17:15,9144.01
2026-01-20,17:30,9170.54
2026-01-20,17:45,9167.62
2026-01-20,18:00,9112.23
2026-01-20,18:15,9079.50
2026-01-20,18:30,9131.12
2026-01-20,18:45,9186.69
2026-01-20,19:00,9170.41
2026-01-20,19:15,8579.80
2026-01-20,19:30,8547.97
2026-01-20,19:45,8530.27
2026-01-20,20:00,8488.24
2026-01-20,20:15,8520.40
2026-01-20,20:30,8465.52
2026-01-20,20:45,8383.37
2026-01-20,21:00,7983.92
2026-01-20,21:15,8248.75
2026-01-20,21:30,8560.86
2026-01-20,21:45,8528.33
2026-01-20,22:00,8397.26
2026-01-20,22:15,8397.24
2026-01-20,22:30,8506.41
2026-01-20,22:45,8434.96
2026-01-20,23:00,8321.85
2026-01-20,23:15,8289.32
2026-01-20,23:30,8306.83
2026-01-20,23:45,8311.15
2026-01-20,24:00,8306.21
2026-01-21,00:15,8028.51
2026-01-21,00:30,8012.12
2026-01-21,00:45,7988.29
2026-01-21,01:00,7987.80
2026-01-21,01:15,7944.08
2026-01-21,01:30,7916.84
2026-01-21,01:45,7921.86
2026-01-21,02:00,7886.38
2026-01-21,02:15,7945.35
2026-01-21,02:30,7925.48
2026-01-21,02:45,7949.29
2026-01-21,03:00,7888.46
2026-01-21,03:15,8037.52
2026-01-21,03:30,7943.61
2026-01-21,03:45,7914.07
2026-01-21,04:00,7850.22
2026-01-21,04:15,7833.71
2026-01-21,04:30,7808.35
2026-01-21,04:45,7774.49
2026-01-21,05:00,7820.97
2026-01-21,05:15,7795.33
2026-01-21,05:30,7747.22
2026-01-21,05:45,7711.50
2026-01-21,06:00,7754.93
2026-01-21,06:15,8007.36
2026-01-21,06:30,8004.39
2026-01-21,06:45,7944.60
2026-01-21,07:00,8098.10
2026-01-21,07:15,7904.55
2026-01-21,07:30,8047.62
2026-01-21,07:45,8042.44
2026-01-21,08:00,8080.86
2026-01-21,08:15,8018.31
2026-01-21,08:30,8012.96
2026-01-21,08:45,8143.92
2026-01-21,09:00,8275.37
2026-01-21,09:15,8275.79
2026-01-21,09:30,8541.82
2026-01-21,09:45,8767.09
2026-01-21,10:00,8925.92
2026-01-21,10:15,8998.50
2026-01-21,10:30,8995.98
2026-01-21,10:45,9084.78
2026-01-21,11:00,9119.21
2026-01-21,11:15,9181.44
2026-01-21,11:30,9125.95
2026-01-21,11:45,8838.13
2026-01-21,12:00,8867.76
2026-01-21,12:15,9016.50
2026-01-21,12:30,8953.98
2026-01-21,12:45,8816.49
2026-01-21,13:00,8798.95
2026-01-21,13:15,8497.85
2026-01-21,13:30,8854.46
2026-01-21,13:45,8922.77
2026-01-21,14:00,8895.82
2026-01-21,14:15,8850.86
2026-01-21,14:30,8898.48
2026-01-21,14:45,8923.71
2026-01-21,15:00,8887.51
2026-01-21,15:15,8782.73
2026-01-21,15:30,8872.56
2026-01-21,15:45,8716.66
2026-01-21,16:00,8689.52
2026-01-21,16:15,8807.24
2026-01-21,16:30,9055.39
2026-01-21,16:45,9046.46
2026-01-21,17:00,8836.92
2026-01-21,17:15,8957.54
2026-01-21,17:30,8826.78
2026-01-21,17:45,9002.40
2026-01-21,18:00,8909.94
2026-01-21,18:15,8773.38
2026-01-21,18:30,8867.26
2026-01-21,18:45,8847.09
2026-01-21,19:00,8971.42
2026-01-21,19:15,9020.57
2026-01-21,19:30,9031.09
2026-01-21,19:45,9203.91
2026-01-21,20:00,9228.46
2026-01-21,20:15,9299.17
2026-01-21,20:30,9281.40
2026-01-21,20:45,8938.54
2026-01-21,21:00,8829.39
2026-01-21,21:15,8753.25
2026-01-21,21:30,8800.21
2026-01-21,21:45,8504.09
2026-01-21,22:00,8476.62
2026-01-21,22:15,8389.37
2026-01-21,22:30,8371.56
2026-01-21,22:45,8329.27
2026-01-21,23:00,8314.18
2026-01-21,23:15,8133.37
2026-01-21,23:30,8114
2026-01-21,23:45,8187.43
2026-01-21,24:00,8116.34
2026-01-22,00:15,8172.37
2026-01-22,00:30,8187.48
2026-01-22,00:45,8183.23
2026-01-22,01:00,8240.22
2026-01-22,01:15,8204.23
2026-01-22,01:30,8218.49
2026-01-22,01:45,8217.73
2026-01-22,02:00,8318.08
2026-01-22,02:15,8335.65
2026-01-22,02:30,8274.21
2026-01-22,02:45,8254.92
2026-01-22,03:00,8200.74
2026-01-22,03:15,8299.03
2026-01-22,03:30,8306.49
2026-01-22,03:45,8262.43
2026-01-22,04:00,8240.34
2026-01-22,04:15,8246.07
2026-01-22,04:30,8262.53
2026-01-22,04:45,8181.64
2026-01-22,05:00,8289.08
2026-01-22,05:15,8315.17
2026-01-22,05:30,8269.37
2026-01-22,05:45,8260.78
2026-01-22,06:00,8209.59
2026-01-22,06:15,8546.86
2026-01-22,06:30,8524.90
2026-01-22,06:45,8541.19
2026-01-22,07:00,8406.14
2026-01-22,07:15,8177.12
2026-01-22,07:30,8264.51
2026-01-22,07:45,8303.53
2026-01-22,08:00,8323.37
2026-01-22,08:15,8153.63
2026-01-22,08:30,8220.88
2026-01-22,08:45,8267.93
2026-01-22,09:00,8411.11
2026-01-22,09:15,8422.90
2026-01-22,09:30,8655.04
2026-01-22,09:45,8642.05
2026-01-22,10:00,8698.04
2026-01-22,10:15,8786.82
2026-01-22,10:30,8792.94
2026-01-22,10:45,8791
2026-01-22,11:00,8898.29
2026-01-22,11:15,8921.89
2026-01-22,11:30,8948.56
2026-01-22,11:45,8907.21
2026-01-22,12:00,8790.67
2026-01-22,12:15,8633.83
2026-01-22,12:30,8561.02
2026-01-22,12:45,8549.86
2026-01-22,13:00,8601.92
2026-01-22,13:15,8557.35
2026-01-22,13:30,8524.12
2026-01-22,13:45,8456.48
2026-01-22,14:00,8406.17
2026-01-22,14:15,8336.32
2026-01-22,14:30,8315.99
2026-01-22,14:45,8461.78
2026-01-22,15:00,8502.47
2026-01-22,15:15,8490.09
2026-01-22,15:30,8456.78
2026-01-22,15:45,8532.44
2026-01-22,16:00,8515.82
2026-01-22,16:15,8380.98
2026-01-22,16:30,8526.25
2026-01-22,16:45,8590.42
2026-01-22,17:00,8718.14
2026-01-22,17:15,8929.13
2026-01-22,17:30,8967.86
2026-01-22,17:45,8946.13
2026-01-22,18:00,8824.14
2026-01-22,18:15,8776.84
2026-01-22,18:30,8597.67
2026-01-22,18:45,8599.94
2026-01-22,19:00,8602.62
2026-01-22,19:15,8610.61
2026-01-22,19:30,8620.75
2026-01-22,19:45,8636.90
2026-01-22,20:00,8725.34
2026-01-22,20:15,8711.68
2026-01-22,20:30,8719.39
2026-01-22,20:45,8762.72
2026-01-22,21:00,8790.71
2026-01-22,21:15,8664.44
2026-01-22,21:30,8696.04
2026-01-22,21:45,8445.41
2026-01-22,22:00,8430.73
2026-01-22,22:15,8291.23
2026-01-22,22:30,8314.19
2026-01-22,22:45,8374.03
2026-01-22,23:00,8248.96
2026-01-22,23:15,7938.08
2026-01-22,23:30,7986.33
2026-01-22,23:45,8009.56
2026-01-22,24:00,8077.50
2026-01-23,00:15,7749.44
2026-01-23,00:30,7726.91
2026-01-23,00:45,7749.96
2026-01-23,01:00,7778.19
2026-01-23,01:15,7794.73
2026-01-23,01:30,7850.92
2026-01-23,01:45,7894.27
2026-01-23,02:00,7968.32
2026-01-23,02:15,7980.81
2026-01-23,02:30,7929.77
2026-01-23,02:45,7897.43
2026-01-23,03:00,7852.26
2026-01-23,03:15,8047.38
2026-01-23,03:30,8065.01
2026-01-23,03:45,8092.27
2026-01-23,04:00,8107.21
2026-01-23,04:15,8181.80
2026-01-23,04:30,8188.83
2026-01-23,04:45,8165.03
2026-01-23,05:00,8187.89
2026-01-23,05:15,8193.03
2026-01-23,05:30,8253.46
2026-01-23,05:45,8183.27
2026-01-23,06:00,8155.99
2026-01-23,06:15,8156.25
2026-01-23,06:30,8149.51
2026-01-23,06:45,8192.62
2026-01-23,07:00,8196.94
2026-01-23,07:15,7728.90
2026-01-23,07:30,8042.78
2026-01-23,07:45,8084.29
2026-01-23,08:00,8361.91
2026-01-23,08:15,8499.55
2026-01-23,08:30,8521.18
2026-01-23,08:45,8585.26
2026-01-23,09:00,8540.56
2026-01-23,09:15,8607.12
2026-01-23,09:30,8899.99
2026-01-23,09:45,8761.85
2026-01-23,10:00,8911.30
2026-01-23,10:15,8467.80
2026-01-23,10:30,8438.89
2026-01-23,10:45,8523.45
2026-01-23,11:00,8606.38
2026-01-23,11:15,8524.45
2026-01-23,11:30,8450.18
2026-01-23,11:45,8406.28
2026-01-23,12:00,8477.86
2026-01-23,12:15,8271.29
2026-01-23,12:30,8362.51
2026-01-23,12:45,8297.48
2026-01-23,13:00,8088.95
2026-01-23,13:15,8133.34
2026-01-23,13:30,8103.98
2026-01-23,13:45,8140.21
2026-01-23,14:00,8149.67
2026-01-23,14:15,8010.83
2026-01-23,14:30,8007.14
2026-01-23,14:45,8011.20
2026-01-23,15:00,8024.45
2026-01-23,15:15,7965.83
2026-01-23,15:30,7823.36
2026-01-23,15:45,7761
2026-01-23,16:00,7727.24
2026-01-23,16:15,7840.79
2026-01-23,16:30,8017.15
2026-01-23,16:45,8129.73
2026-01-23,17:00,8709.33
2026-01-23,17:15,8860.08
2026-01-23,17:30,8799.84
2026-01-23,17:45,8752.13
2026-01-23,18:00,8586.26
2026-01-23,18:15,9183.08
2026-01-23,18:30,9333.54
2026-01-23,18:45,9371.41
2026-01-23,19:00,9984.16
2026-01-23,19:15,10006.80
2026-01-23,19:30,9677.93
2026-01-23,19:45,9631.40
2026-01-23,20:00,9550.10
2026-01-23,20:15,8873.53
2026-01-23,20:30,8940.73
2026-01-23,20:45,8948.75
2026-01-23,21:00,9006.46
2026-01-23,21:15,9461.90
2026-01-23,21:30,9479.61
2026-01-23,21:45,9410.85
2026-01-23,22:00,9373.42
2026-01-23,22:15,9661.73
2026-01-23,22:30,9505.52
2026-01-23,22:45,9367.99
2026-01-23,23:00,9242.55
2026-01-23,23:15,8966.50
2026-01-23,23:30,9010.17
2026-01-23,23:45,8858.93
2026-01-23,24:00,8594.04
2026-01-24,00:15,8596.62
2026-01-24,00:30,8603.76
2026-01-24,00:45,8560.96
2026-01-24,01:00,8613.29
2026-01-24,01:15,8691.83
2026-01-24,01:30,8671.26
2026-01-24,01:45,8585.47
2026-01-24,02:00,8636.92
2026-01-24,02:15,8552.58
2026-01-24,02:30,8702.80
2026-01-24,02:45,8660.03
2026-01-24,03:00,8700.95
2026-01-24,03:15,9014.58
2026-01-24,03:30,9090.76
2026-01-24,03:45,9032.88
2026-01-24,04:00,8992.65
2026-01-24,04:15,9083.32
2026-01-24,04:30,9105.38
2026-01-24,04:45,9087.08
2026-01-24,05:00,9114.89
2026-01-24,05:15,8971.39
2026-01-24,05:30,9030.81
2026-01-24,05:45,9159.74
2026-01-24,06:00,9178.22
2026-01-24,06:15,8527.22
2026-01-24,06:30,8546.45
2026-01-24,06:45,8487.47
2026-01-24,07:00,8575.21
2026-01-24,07:15,7969.53
2026-01-24,07:30,7978.33
2026-01-24,07:45,7993.90
2026-01-24,08:00,8006.92
2026-01-24,08:15,8179.19
2026-01-24,08:30,8399.05
2026-01-24,08:45,8317.39
2026-01-24,09:00,8303.43
2026-01-24,09:15,8396.14
2026-01-24,09:30,8724.54
2026-01-24,09:45,8913.75
2026-01-24,10:00,9301.22
2026-01-24,10:15,9742.57
2026-01-24,10:30,9783.38
2026-01-24,10:45,9614.80
2026-01-24,11:00,9437.49
2026-01-24,11:15,9408.67
2026-01-24,11:30,9315
2026-01-24,11:45,9148.25
2026-01-24,12:00,8913.08
2026-01-24,12:15,8862.26
2026-01-24,12:30,8822.01
2026-01-24,12:45,8752.54
2026-01-24,13:00,8635.15
2026-01-24,13:15,8598.09
2026-01-24,13:30,8705
2026-01-24,13:45,8766.69
2026-01-24,14:00,8775.68
2026-01-24,14:15,8945.60
2026-01-24,14:30,8991.63
2026-01-24,14:45,9016.41
2026-01-24,15:00,8989.63
2026-01-24,15:15,8969.31
2026-01-24,15:30,8971.77
2026-01-24,15:45,8576.73
2026-01-24,16:00,8558.91
2026-01-24,16:15,8632.56
2026-01-24,16:30,8778.47
2026-01-24,16:45,8878.84
2026-01-24,17:00,9001.44
2026-01-24,17:15,8971.96
2026-01-24,17:30,9015.61
2026-01-24,17:45,9308.83
2026-01-24,18:00,9413.52
2026-01-24,18:15,9939.33
2026-01-24,18:30,10032.50
2026-01-24,18:45,10074.40
2026-01-24,19:00,10331.90
2026-01-24,19:15,10293.60
2026-01-24,19:30,10274.50
2026-01-24,19:45,10063.70
2026-01-24,20:00,9722.25
2026-01-24,20:15,9694.67
2026-01-24,20:30,9720.28
2026-01-24,20:45,9662.19
2026-01-24,21:00,9559.22
2026-01-24,21:15,9496.50
2026-01-24,21:30,9500.75
2026-01-24,21:45,9623.43
2026-01-24,22:00,9499.66
2026-01-24,22:15,9887.49
2026-01-24,22:30,9975.56
2026-01-24,22:45,9681.14
2026-01-24,23:00,9723.22
2026-01-24,23:15,9679.59
2026-01-24,23:30,9809.09
2026-01-24,23:45,9745.83
2026-01-24,24:00,9279.08
2026-01-25,00:15,9057.77
2026-01-25,00:30,9018.07
2026-01-25,00:45,9265.71
2026-01-25,01:00,9210.51
2026-01-25,01:15,9297.64
2026-01-25,01:30,9327.49
2026-01-25,01:45,9292.91
2026-01-25,02:00,9091.30
2026-01-25,02:15,9101.97
2026-01-25,02:30,8936.78
2026-01-25,02:45,8858.06
2026-01-25,03:00,8753.49
2026-01-25,03:15,8684.09
2026-01-25,03:30,8676.36
2026-01-25,03:45,8836.51
2026-01-25,04:00,8817.91
2026-01-25,04:15,8782.57
2026-01-25,04:30,8712.10
2026-01-25,04:45,9182.02
2026-01-25,05:00,9123.50
2026-01-25,05:15,9023.72
2026-01-25,05:30,9108.29
2026-01-25,05:45,9192.83
2026-01-25,06:00,9252.83
2026-01-25,06:15,9141.76
2026-01-25,06:30,9027.50
2026-01-25,06:45,8886.35
2026-01-25,07:00,8820.08
2026-01-25,07:15,8292.60
2026-01-25,07:30,8383.62
2026-01-25,07:45,8381.15
2026-01-25,08:00,8355.45
2026-01-25,08:15,8502.36
2026-01-25,08:30,8517.42
2026-01-25,08:45,8447.57
2026-01-25,09:00,8485.92
2026-01-25,09:15,8513.90
2026-01-25,09:30,8668.10
2026-01-25,09:45,8752.25
2026-01-25,10:00,8906.54
2026-01-25,10:15,9072.43
2026-01-25,10:30,9388.06
2026-01-25,10:45,9461.78
2026-01-25,11:00,9528.15
2026-01-25,11:15,9436.21
2026-01-25,11:30,9487.97
2026-01-25,11:45,9525.64
2026-01-25,12:00,9365.46
2026-01-25,12:15,9288.57
2026-01-25,12:30,9231.92
2026-01-25,12:45,9123.17
2026-01-25,13:00,9164.80
2026-01-25,13:15,9168.84
2026-01-25,13:30,9083.98
2026-01-25,13:45,9039.51
2026-01-25,14:00,8976.72
2026-01-25,14:15,9016.16
2026-01-25,14:30,9041.02
2026-01-25,14:45,9073.07
2026-01-25,15:00,8999.72
2026-01-25,15:15,8982.65
2026-01-25,15:30,8848.95
2026-01-25,15:45,8851.42
2026-01-25,16:00,8810.89
2026-01-25,16:15,8698.85
2026-01-25,16:30,8744.32
2026-01-25,16:45,8865.75
2026-01-25,17:00,8910.07
2026-01-25,17:15,8970.25
2026-01-25,17:30,8960.11
2026-01-25,17:45,9003.55
2026-01-25,18:00,8988.33
2026-01-25,18:15,9159.02
2026-01-25,18:30,9207.11
2026-01-25,18:45,9183.41
2026-01-25,19:00,9165.06
2026-01-25,19:15,9158.81
2026-01-25,19:30,9186.72
2026-01-25,19:45,9165.07
2026-01-25,20:00,9104.93
2026-01-25,20:15,9061.57
2026-01-25,20:30,9046.60
2026-01-25,20:45,9055.33
2026-01-25,21:00,9030.50
2026-01-25,21:15,8875.48
2026-01-25,21:30,8929.87
2026-01-25,21:45,8775.49
2026-01-25,22:00,8909.84
2026-01-25,22:15,9243.71
2026-01-25,22:30,9187.51
2026-01-25,22:45,9102
2026-01-25,23:00,8689.10
2026-01-25,23:15,8745.35
2026-01-25,23:30,8553.01
2026-01-25,23:45,8470.99
2026-01-25,24:00,8454.29
2026-01-26,00:15,8457.37
2026-01-26,00:30,8405.98
2026-01-26,00:45,8353.80
2026-01-26,01:00,8371.21
2026-01-26,01:15,8351.71
2026-01-26,01:30,8347.17
2026-01-26,01:45,8437.20
2026-01-26,02:00,8396.07
2026-01-26,02:15,8548.65
2026-01-26,02:30,8336.10
2026-01-26,02:45,8290
2026-01-26,03:00,8214.32
2026-01-26,03:15,8295.18
2026-01-26,03:30,8310.82
2026-01-26,03:45,8342.18
2026-01-26,04:00,8276.77
2026-01-26,04:15,8215.07
2026-01-26,04:30,8219.70
2026-01-26,04:45,8201.61
2026-01-26,05:00,8216.25
2026-01-26,05:15,8190.09
2026-01-26,05:30,8255.93
2026-01-26,05:45,8316.16
2026-01-26,06:00,8204.17
2026-01-26,06:15,8328.35
2026-01-26,06:30,8456.74
2026-01-26,06:45,8438.27
2026-01-26,07:00,8430.90
2026-01-26,07:15,7930.80
2026-01-26,07:30,8039.21
2026-01-26,07:45,8051
2026-01-26,08:00,8025.50
2026-01-26,08:15,8020.30
2026-01-26,08:30,8083.29
2026-01-26,08:45,8278.59
2026-01-26,09:00,8108.77
2026-01-26,09:15,8412.67
2026-01-26,09:30,8575.33
2026-01-26,09:45,8653.74
2026-01-26,10:00,8671.11
2026-01-26,10:15,8841.96
2026-01-26,10:30,9145.08
2026-01-26,10:45,9201.36
2026-01-26,11:00,9470.63
2026-01-26,11:15,9532.88
2026-01-26,11:30,9479.75
2026-01-26,11:45,9556.97
2026-01-26,12:00,9513.06
2026-01-26,12:15,8952.16
2026-01-26,12:30,9138.73
2026-01-26,12:45,9184.73
2026-01-26,13:00,9200.68
2026-01-26,13:15,9178.46
2026-01-26,13:30,9153.36
2026-01-26,13:45,9153.82
2026-01-26,14:00,9125.44
2026-01-26,14:15,8825.07
2026-01-26,14:30,8824.65
2026-01-26,14:45,8918.87
2026-01-26,15:00,8876.63
2026-01-26,15:15,8762.61
2026-01-26,15:30,8757.15
2026-01-26,15:45,8732.58
2026-01-26,16:00,8743.64
2026-01-26,16:15,8470.58
2026-01-26,16:30,8606.61
2026-01-26,16:45,8775.95
2026-01-26,17:00,9048.69
2026-01-26,17:15,8908.75
2026-01-26,17:30,8917.77
2026-01-26,17:45,8924.07
2026-01-26,18:00,8938.86
2026-01-26,18:15,9136.16
2026-01-26,18:30,9158.40
2026-01-26,18:45,9195.15
2026-01-26,19:00,9167.91
2026-01-26,19:15,9234.86
2026-01-26,19:30,9349.65
2026-01-26,19:45,9305.48
2026-01-26,20:00,9313.65
2026-01-26,20:15,9062.84
2026-01-26,20:30,9002.52
2026-01-26,20:45,8939.22
2026-01-26,21:00,8861.26
2026-01-26,21:15,8785.46
2026-01-26,21:30,8808.01
2026-01-26,21:45,8763.59
2026-01-26,22:00,8685.70
2026-01-26,22:15,8620.23
2026-01-26,22:30,8577.45
2026-01-26,22:45,8429.79
2026-01-26,23:00,8372.51
2026-01-26,23:15,8210.90
2026-01-26,23:30,8218.18
2026-01-26,23:45,8184.55
2026-01-26,24:00,8219.86
2026-01-27,00:15,8069.74
2026-01-27,00:30,8134.53
2026-01-27,00:45,8093.92
2026-01-27,01:00,8023.27
2026-01-27,01:15,8029.98
2026-01-27,01:30,8032.24
2026-01-27,01:45,8004.14
2026-01-27,02:00,7965.73
2026-01-27,02:15,7945.34
2026-01-27,02:30,7886.86
2026-01-27,02:45,7835.74
2026-01-27,03:00,7732.53
2026-01-27,03:15,7877.96
2026-01-27,03:30,7834.52
2026-01-27,03:45,7846.85
2026-01-27,04:00,7837.50
2026-01-27,04:15,7842.80
2026-01-27,04:30,7821.35
2026-01-27,04:45,7899.08
2026-01-27,05:00,7909.46
2026-01-27,05:15,7798.83
2026-01-27,05:30,7804.89
2026-01-27,05:45,7866.55
2026-01-27,06:00,7826.25
2026-01-27,06:15,8187.87
2026-01-27,06:30,8190.44
2026-01-27,06:45,8282.12
2026-01-27,07:00,8249.35
2026-01-27,07:15,8000.24
2026-01-27,07:30,8209.78
2026-01-27,07:45,8233.45
2026-01-27,08:00,8270.04
2026-01-27,08:15,8295.34
2026-01-27,08:30,8230.18
2026-01-27,08:45,8435.53
2026-01-27,09:00,8520.67
2026-01-27,09:15,8379.78
2026-01-27,09:30,8468.01
2026-01-27,09:45,8537.22
2026-01-27,10:00,8601.72
2026-01-27,10:15,8746.33
2026-01-27,10:30,8766.05
2026-01-27,10:45,8759.24
2026-01-27,11:00,8940.75
2026-01-27,11:15,9186.66
2026-01-27,11:30,9086.35
2026-01-27,11:45,9182.51
2026-01-27,12:00,9100.81
2026-01-27,12:15,9235.39
2026-01-27,12:30,9225.85
2026-01-27,12:45,9181.66
2026-01-27,13:00,9186.91
2026-01-27,13:15,9161.05
2026-01-27,13:30,9125.73
2026-01-27,13:45,9127.47
2026-01-27,14:00,8739.41
2026-01-27,14:15,8840.93
2026-01-27,14:30,8567.09
2026-01-27,14:45,8491.19
2026-01-27,15:00,8496.34
2026-01-27,15:15,8492.04
2026-01-27,15:30,8465
2026-01-27,15:45,8729.22
2026-01-27,16:00,8589.86
2026-01-27,16:15,8665.66
2026-01-27,16:30,8510.55
2026-01-27,16:45,8634.65
2026-01-27,17:00,8862.27
2026-01-27,17:15,9102.32
2026-01-27,17:30,8922.26
2026-01-27,17:45,8768.35
2026-01-27,18:00,8711.63
2026-01-27,18:15,8798.29
2026-01-27,18:30,8762.47
2026-01-27,18:45,8796.90
2026-01-27,19:00,8757.12
2026-01-27,19:15,8727.79
2026-01-27,19:30,8759.34
2026-01-27,19:45,8826.37
2026-01-27,20:00,8868.64
2026-01-27,20:15,8813.53
2026-01-27,20:30,8793.93
2026-01-27,20:45,8781.29
2026-01-27,21:00,8708.70
2026-01-27,21:15,8657.83
2026-01-27,21:30,8621.94
2026-01-27,21:45,8315.70
2026-01-27,22:00,8300.79
2026-01-27,22:15,8738.28
2026-01-27,22:30,8986.03
2026-01-27,22:45,8898.78
2026-01-27,23:00,8804.11
2026-01-27,23:15,8617.79
2026-01-27,23:30,8557.58
2026-01-27,23:45,8482.61
2026-01-27,24:00,8401.24
2026-01-28,00:15,8945.25
2026-01-28,00:30,8872.52
2026-01-28,00:45,8837.03
2026-01-28,01:00,8846.29
2026-01-28,01:15,8866.49
2026-01-28,01:30,8827.57
2026-01-28,01:45,8960.47
2026-01-28,02:00,8945.09
2026-01-28,02:15,8787.37
2026-01-28,02:30,8747
2026-01-28,02:45,9000.88
2026-01-28,03:00,8964.18
2026-01-28,03:15,9090.67
2026-01-28,03:30,9118.99
2026-01-28,03:45,9107.30
2026-01-28,04:00,9060.93
2026-01-28,04:15,9079.53
2026-01-28,04:30,9080.81
2026-01-28,04:45,9051.90
2026-01-28,05:00,9293.74
2026-01-28,05:15,8993.74
2026-01-28,05:30,9020.31
