日期,时点,甘肃_日前市场出清总电量（MWh）
2026-01-10,01:00,7259.60
2026-01-10,01:15,7310.65
2026-01-10,01:30,7338.28
2026-01-10,01:45,7320.33
2026-01-10,02:00,7295.01
2026-01-10,02:15,7168.66
2026-01-10,02:30,7103.97
2026-01-10,02:45,7083.84
2026-01-10,03:00,7058.24
2026-01-10,03:15,7177.06
2026-01-10,03:30,7151.48
2026-01-10,03:45,7134.78
2026-01-10,04:00,7141.71
2026-01-10,04:15,7159.30
2026-01-10,04:30,7141.60
2026-01-10,04:45,7123.65
2026-01-10,05:00,7128.58
2026-01-10,05:15,7102.68
2026-01-10,05:30,7224.37
2026-01-10,05:45,7393.37
2026-01-10,06:00,7477.31
2026-01-10,06:15,7633.21
2026-01-10,06:30,7615.59
2026-01-10,06:45,7624.19
2026-01-10,07:00,7656.09
2026-01-10,07:15,7265.86
2026-01-10,07:30,7341.23
2026-01-10,07:45,7289.08
2026-01-10,08:00,7336.85
2026-01-10,08:15,7563.59
2026-01-10,08:30,7627.86
2026-01-10,08:45,7744.80
2026-01-10,09:00,7708.28
2026-01-10,09:15,7676.36
2026-01-10,09:30,7745.65
2026-01-10,09:45,8013.96
2026-01-10,10:00,8262.48
2026-01-10,10:15,8622.42
2026-01-10,10:30,8996.14
2026-01-10,10:45,9173.70
2026-01-10,11:00,9295.87
2026-01-10,11:15,9229.22
2026-01-10,11:30,8971.21
2026-01-10,11:45,8685.19
2026-01-10,12:00,8571.34
2026-01-10,12:15,8551.93
2026-01-10,12:30,8513.18
2026-01-10,12:45,8470.70
2026-01-10,13:00,8406.43
2026-01-10,13:15,8357.61
2026-01-10,13:30,8332.83
2026-01-10,13:45,8309.68
2026-01-10,14:00,8310.50
2026-01-10,14:15,8276.47
2026-01-10,14:30,8210.82
2026-01-10,14:45,8280.84
2026-01-10,15:00,8308.12
2026-01-10,15:15,8395.38
2026-01-10,15:30,8317.66
2026-01-10,15:45,8160.17
2026-01-10,16:00,8057.79
2026-01-10,16:15,7832.93
2026-01-10,16:30,7754.27
2026-01-10,16:45,7799.13
2026-01-10,17:00,7822.92
2026-01-10,17:15,7904.19
2026-01-10,17:30,7914
2026-01-10,17:45,7865.56
2026-01-10,18:00,7920.23
2026-01-10,18:15,8016.56
2026-01-10,18:30,8073.69
2026-01-10,18:45,8095.88
2026-01-10,19:00,8067.88
2026-01-10,19:15,8124.34
2026-01-10,19:30,8120.17
2026-01-10,19:45,8043.92
2026-01-10,20:00,8022.61
2026-01-10,20:15,8079.67
2026-01-10,20:30,8016.71
2026-01-10,20:45,7976.77
2026-01-10,21:00,7879.42
2026-01-10,21:15,7810.88
2026-01-10,21:30,7837.81
2026-01-10,21:45,7726.01
2026-01-10,22:00,7629.67
2026-01-10,22:15,7804.87
2026-01-10,22:30,7848.04
2026-01-10,22:45,7707.36
2026-01-10,23:00,7583.84
2026-01-10,23:15,7467.18
2026-01-10,23:30,7443.60
2026-01-10,23:45,7405.89
2026-01-10,24:00,7361.52
2026-01-11,00:15,7472.29
2026-01-11,00:30,7382.42
2026-01-11,00:45,7398.48
2026-01-11,01:00,7415.98
2026-01-11,01:15,7350.96
2026-01-11,01:30,7402.26
2026-01-11,01:45,7401.20
2026-01-11,02:00,7375.44
2026-01-11,02:15,7164.54
2026-01-11,02:30,7173.42
2026-01-11,02:45,7223.22
2026-01-11,03:00,7234.36
2026-01-11,03:15,7281.67
2026-01-11,03:30,7277.94
2026-01-11,03:45,7268.89
2026-01-11,04:00,7274.85
2026-01-11,04:15,7271.71
2026-01-11,04:30,7370.42
2026-01-11,04:45,7357
2026-01-11,05:00,7336.06
2026-01-11,05:15,7280.61
2026-01-11,05:30,7375.88
2026-01-11,05:45,7447.26
2026-01-11,06:00,7530.02
2026-01-11,06:15,7714.63
2026-01-11,06:30,7745.22
2026-01-11,06:45,7764.38
2026-01-11,07:00,7779.34
2026-01-11,07:15,7775.09
2026-01-11,07:30,7749.68
2026-01-11,07:45,7653.45
2026-01-11,08:00,7551.44
2026-01-11,08:15,7757.16
2026-01-11,08:30,7784.63
2026-01-11,08:45,7783.88
2026-01-11,09:00,7781.43
2026-01-11,09:15,7857.91
2026-01-11,09:30,7795.86
2026-01-11,09:45,8249.94
2026-01-11,10:00,8545.99
2026-01-11,10:15,8839.82
2026-01-11,10:30,8735.60
2026-01-11,10:45,8478.54
2026-01-11,11:00,8571.11
2026-01-11,11:15,8625.75
2026-01-11,11:30,8523.05
2026-01-11,11:45,8439.93
2026-01-11,12:00,8224.20
2026-01-11,12:15,8202.90
2026-01-11,12:30,8162.78
2026-01-11,12:45,8071.08
2026-01-11,13:00,8147.25
2026-01-11,13:15,7983.37
2026-01-11,13:30,8105.88
2026-01-11,13:45,8063.13
2026-01-11,14:00,8065.01
2026-01-11,14:15,7954.80
2026-01-11,14:30,7878.87
2026-01-11,14:45,7862.68
2026-01-11,15:00,7911.52
2026-01-11,15:15,8028.17
2026-01-11,15:30,8280.15
2026-01-11,15:45,8115.44
2026-01-11,16:00,7868.81
2026-01-11,16:15,7580.56
2026-01-11,16:30,7625.04
2026-01-11,16:45,7739.25
2026-01-11,17:00,8072.03
2026-01-11,17:15,8696.77
2026-01-11,17:30,8622.11
2026-01-11,17:45,8660.48
2026-01-11,18:00,8758
2026-01-11,18:15,8581.32
2026-01-11,18:30,8571.25
2026-01-11,18:45,8614.60
2026-01-11,19:00,8605.53
2026-01-11,19:15,8630.21
2026-01-11,19:30,8597.31
2026-01-11,19:45,8569.17
2026-01-11,20:00,8471.82
2026-01-11,20:15,8444.79
2026-01-11,20:30,8411.78
2026-01-11,20:45,8373.50
2026-01-11,21:00,8325.10
2026-01-11,21:15,8298.14
2026-01-11,21:30,8253.65
2026-01-11,21:45,8089.87
2026-01-11,22:00,8047.01
2026-01-11,22:15,8088.24
2026-01-11,22:30,7993.67
2026-01-11,22:45,7831.57
2026-01-11,23:00,7691.54
2026-01-11,23:15,7532.22
2026-01-11,23:30,7455.16
2026-01-11,23:45,7362.33
2026-01-11,24:00,7233.15
2026-01-12,00:15,7779.69
2026-01-12,00:30,7687.38
2026-01-12,00:45,7645.55
2026-01-12,01:00,7616.54
2026-01-12,01:15,7570.52
2026-01-12,01:30,7411
2026-01-12,01:45,7439.76
2026-01-12,02:00,7417.40
2026-01-12,02:15,7404.87
2026-01-12,02:30,7384.88
2026-01-12,02:45,7375.23
2026-01-12,03:00,7357.54
2026-01-12,03:15,7492.96
2026-01-12,03:30,7547.20
2026-01-12,03:45,7515.13
2026-01-12,04:00,7486.12
2026-01-12,04:15,7399.44
2026-01-12,04:30,7413.66
2026-01-12,04:45,7411.38
2026-01-12,05:00,7398.29
2026-01-12,05:15,7400.40
2026-01-12,05:30,7511.21
2026-01-12,05:45,7676.49
2026-01-12,06:00,7735.22
2026-01-12,06:15,7871.94
2026-01-12,06:30,7899.02
2026-01-12,06:45,7940.60
2026-01-12,07:00,7909.08
2026-01-12,07:15,7853.29
2026-01-12,07:30,7878.80
2026-01-12,07:45,7818.11
2026-01-12,08:00,7776.41
2026-01-12,08:15,7768.12
2026-01-12,08:30,7737.34
2026-01-12,08:45,7819.41
2026-01-12,09:00,8088.77
2026-01-12,09:15,8111.25
2026-01-12,09:30,8363.32
2026-01-12,09:45,8730
2026-01-12,10:00,9114.30
2026-01-12,10:15,8967.74
2026-01-12,10:30,8855.88
2026-01-12,10:45,8965.56
2026-01-12,11:00,8925.24
2026-01-12,11:15,9011.36
2026-01-12,11:30,8950.42
2026-01-12,11:45,8839.84
2026-01-12,12:00,8739.27
2026-01-12,12:15,8526.93
2026-01-12,12:30,8476.23
2026-01-12,12:45,8452.90
2026-01-12,13:00,8412.83
2026-01-12,13:15,8362.67
2026-01-12,13:30,8349.34
2026-01-12,13:45,8301.82
2026-01-12,14:00,8313.07
2026-01-12,14:15,8317.23
2026-01-12,14:30,8315.76
2026-01-12,14:45,8304.19
2026-01-12,15:00,8457.58
2026-01-12,15:15,8552.38
2026-01-12,15:30,8630.88
2026-01-12,15:45,8600.88
2026-01-12,16:00,8367.74
2026-01-12,16:15,8043.65
2026-01-12,16:30,8013.60
2026-01-12,16:45,8046.19
2026-01-12,17:00,8143.98
2026-01-12,17:15,8270.08
2026-01-12,17:30,8286.98
2026-01-12,17:45,8252.21
2026-01-12,18:00,8211.53
2026-01-12,18:15,8355.48
2026-01-12,18:30,8345.05
2026-01-12,18:45,8320.88
2026-01-12,19:00,8311.59
2026-01-12,19:15,8271.12
2026-01-12,19:30,8235.99
2026-01-12,19:45,8218.50
2026-01-12,20:00,8155.59
2026-01-12,20:15,8114.13
2026-01-12,20:30,8096.04
2026-01-12,20:45,8044.61
2026-01-12,21:00,7944.69
2026-01-12,21:15,7863.16
2026-01-12,21:30,7883.21
2026-01-12,21:45,7773.96
2026-01-12,22:00,7765.01
2026-01-12,22:15,7992.07
2026-01-12,22:30,7997.90
2026-01-12,22:45,7775.46
2026-01-12,23:00,7612.50
2026-01-12,23:15,7417.20
2026-01-12,23:30,7231.33
2026-01-12,23:45,7194.93
2026-01-12,24:00,7252.03
2026-01-13,00:15,7474.92
2026-01-13,00:30,7430.32
2026-01-13,00:45,7430.70
2026-01-13,01:00,7423.99
2026-01-13,01:15,7398.06
2026-01-13,01:30,7426.67
2026-01-13,01:45,7389.30
2026-01-13,02:00,7295.22
2026-01-13,02:15,7126.82
2026-01-13,02:30,7126.19
2026-01-13,02:45,7128.12
2026-01-13,03:00,7108.24
2026-01-13,03:15,7261.32
2026-01-13,03:30,7230.38
2026-01-13,03:45,7228.54
2026-01-13,04:00,7223.57
2026-01-13,04:15,7217.28
2026-01-13,04:30,7215.50
2026-01-13,04:45,7210.65
2026-01-13,05:00,7204.65
2026-01-13,05:15,7145.85
2026-01-13,05:30,7275.18
2026-01-13,05:45,7344.65
2026-01-13,06:00,7368.21
2026-01-13,06:15,7715.74
2026-01-13,06:30,7784.82
2026-01-13,06:45,7830.64
2026-01-13,07:00,7797.71
2026-01-13,07:15,7487.57
2026-01-13,07:30,7571.77
2026-01-13,07:45,7555.03
2026-01-13,08:00,7587.12
2026-01-13,08:15,7699.86
2026-01-13,08:30,7763.88
2026-01-13,08:45,7686.38
2026-01-13,09:00,7720.83
2026-01-13,09:15,7483.12
2026-01-13,09:30,7761.68
2026-01-13,09:45,8086.31
2026-01-13,10:00,8436.71
2026-01-13,10:15,8505.91
2026-01-13,10:30,8672.97
2026-01-13,10:45,8733.77
2026-01-13,11:00,8817.13
2026-01-13,11:15,8748.09
2026-01-13,11:30,8611.96
2026-01-13,11:45,8541.65
2026-01-13,12:00,8404.31
2026-01-13,12:15,8271.16
2026-01-13,12:30,8297.28
2026-01-13,12:45,8315.34
2026-01-13,13:00,8291.24
2026-01-13,13:15,8366.01
2026-01-13,13:30,8330.75
2026-01-13,13:45,8255.09
2026-01-13,14:00,8187.08
2026-01-13,14:15,8144.31
2026-01-13,14:30,8009.53
2026-01-13,14:45,7983.60
2026-01-13,15:00,7927.87
2026-01-13,15:15,7885.58
2026-01-13,15:30,7595.01
2026-01-13,15:45,7358.05
2026-01-13,16:00,7313.62
2026-01-13,16:15,7788.09
2026-01-13,16:30,7944.74
2026-01-13,16:45,8088.75
2026-01-13,17:00,8527.27
2026-01-13,17:15,9182.18
2026-01-13,17:30,9294.91
2026-01-13,17:45,9227.78
2026-01-13,18:00,9242.88
2026-01-13,18:15,9232.18
2026-01-13,18:30,9162.77
2026-01-13,18:45,9170.42
2026-01-13,19:00,9186.91
2026-01-13,19:15,9328.57
2026-01-13,19:30,9417.52
2026-01-13,19:45,9447.52
2026-01-13,20:00,9406.85
2026-01-13,20:15,9424.46
2026-01-13,20:30,9384.39
2026-01-13,20:45,9397.56
2026-01-13,21:00,9406.25
2026-01-13,21:15,9335.35
2026-01-13,21:30,9385.57
2026-01-13,21:45,9318.85
2026-01-13,22:00,9412.20
2026-01-13,22:15,9415.04
2026-01-13,22:30,9435.15
2026-01-13,22:45,9221.17
2026-01-13,23:00,9267.21
2026-01-13,23:15,9000.03
2026-01-13,23:30,9028.12
2026-01-13,23:45,8956.31
2026-01-13,24:00,8911.59
2026-01-14,00:15,8942.42
2026-01-14,00:30,8798.43
2026-01-14,00:45,8765.57
2026-01-14,01:00,8764.05
2026-01-14,01:15,8759.78
2026-01-14,01:30,8758.97
2026-01-14,01:45,8756.35
2026-01-14,02:00,8820.01
2026-01-14,02:15,8775.11
2026-01-14,02:30,8677.83
2026-01-14,02:45,8716
2026-01-14,03:00,8605.72
2026-01-14,03:15,8540.78
2026-01-14,03:30,8486.01
2026-01-14,03:45,8483.36
2026-01-14,04:00,8428.19
2026-01-14,04:15,8306.83
2026-01-14,04:30,8250.64
2026-01-14,04:45,8150.27
2026-01-14,05:00,8143.68
2026-01-14,05:15,8073.67
2026-01-14,05:30,8062.19
2026-01-14,05:45,8138.27
2026-01-14,06:00,8164.37
2026-01-14,06:15,8273.09
2026-01-14,06:30,8211.58
2026-01-14,06:45,8128.68
2026-01-14,07:00,8026.12
2026-01-14,07:15,8124.26
2026-01-14,07:30,8101.94
2026-01-14,07:45,7980.26
2026-01-14,08:00,7845.23
2026-01-14,08:15,7788.73
2026-01-14,08:30,7768.95
2026-01-14,08:45,7714.89
2026-01-14,09:00,7747.36
2026-01-14,09:15,7956.65
2026-01-14,09:30,8233.06
2026-01-14,09:45,8376.66
2026-01-14,10:00,8890.55
2026-01-14,10:15,9115.21
2026-01-14,10:30,9126.35
2026-01-14,10:45,9074.48
2026-01-14,11:00,9164.97
2026-01-14,11:15,9189.96
2026-01-14,11:30,9109.16
2026-01-14,11:45,9132.16
2026-01-14,12:00,9113.01
2026-01-14,12:15,8961.84
2026-01-14,12:30,8697.33
2026-01-14,12:45,8622.09
2026-01-14,13:00,8562.62
2026-01-14,13:15,8589.96
2026-01-14,13:30,8559.19
2026-01-14,13:45,8563.90
2026-01-14,14:00,8514.62
2026-01-14,14:15,8485.49
2026-01-14,14:30,8463.19
2026-01-14,14:45,8461.52
2026-01-14,15:00,8507.28
2026-01-14,15:15,8489.59
2026-01-14,15:30,8242.53
2026-01-14,15:45,8033.35
2026-01-14,16:00,7906.15
2026-01-14,16:15,7965.13
2026-01-14,16:30,7963.46
2026-01-14,16:45,8009.74
2026-01-14,17:00,8332.21
2026-01-14,17:15,8535.21
2026-01-14,17:30,8470.30
2026-01-14,17:45,8345.78
2026-01-14,18:00,8284.36
2026-01-14,18:15,8154.92
2026-01-14,18:30,8159.37
2026-01-14,18:45,8217.20
2026-01-14,19:00,8213.06
2026-01-14,19:15,8257.44
2026-01-14,19:30,8235.22
2026-01-14,19:45,8262.18
2026-01-14,20:00,8250.40
2026-01-14,20:15,8259.29
2026-01-14,20:30,8190.45
2026-01-14,20:45,8192.38
2026-01-14,21:00,8158.56
2026-01-14,21:15,8053.18
2026-01-14,21:30,8020.85
2026-01-14,21:45,8001.45
2026-01-14,22:00,7997.62
2026-01-14,22:15,8129.42
2026-01-14,22:30,7994.40
2026-01-14,22:45,7848.43
2026-01-14,23:00,7773
2026-01-14,23:15,7620.03
2026-01-14,23:30,7601.21
2026-01-14,23:45,7477.73
2026-01-14,24:00,7301.85
2026-01-15,00:15,7570.46
2026-01-15,00:30,7520.56
2026-01-15,00:45,7499.75
2026-01-15,01:00,7498.66
2026-01-15,01:15,7493.36
2026-01-15,01:30,7481.36
2026-01-15,01:45,7380.51
2026-01-15,02:00,7237.54
2026-01-15,02:15,7195.10
2026-01-15,02:30,7196.56
2026-01-15,02:45,7187.99
2026-01-15,03:00,7170.79
2026-01-15,03:15,7238.14
2026-01-15,03:30,7200.02
2026-01-15,03:45,7220.41
2026-01-15,04:00,7214.13
2026-01-15,04:15,7261.67
2026-01-15,04:30,7288.23
2026-01-15,04:45,7323.95
2026-01-15,05:00,7302.13
2026-01-15,05:15,7328.23
2026-01-15,05:30,7439.03
2026-01-15,05:45,7548.21
2026-01-15,06:00,7611.76
2026-01-15,06:15,7698.57
2026-01-15,06:30,7715.95
2026-01-15,06:45,7752.26
2026-01-15,07:00,7789.32
2026-01-15,07:15,7662.40
2026-01-15,07:30,7554.93
2026-01-15,07:45,7552.78
2026-01-15,08:00,7598.83
2026-01-15,08:15,7703.37
2026-01-15,08:30,7739.41
2026-01-15,08:45,7789.51
2026-01-15,09:00,7847.66
2026-01-15,09:15,7794.23
2026-01-15,09:30,7878.28
2026-01-15,09:45,8103.33
2026-01-15,10:00,8550.74
2026-01-15,10:15,8900.38
2026-01-15,10:30,8999.59
2026-01-15,10:45,8885.69
2026-01-15,11:00,8807.95
2026-01-15,11:15,8785.34
2026-01-15,11:30,8660.50
2026-01-15,11:45,8453.68
2026-01-15,12:00,8406.18
2026-01-15,12:15,8371.46
2026-01-15,12:30,8350.17
2026-01-15,12:45,8305.87
2026-01-15,13:00,8255.58
2026-01-15,13:15,8191.89
2026-01-15,13:30,8211.26
2026-01-15,13:45,8173.27
2026-01-15,14:00,8151.72
2026-01-15,14:15,8146.19
2026-01-15,14:30,8104.77
2026-01-15,14:45,8229.88
2026-01-15,15:00,8253.03
2026-01-15,15:15,8079.43
2026-01-15,15:30,7899.65
2026-01-15,15:45,7662.79
2026-01-15,16:00,7772.31
2026-01-15,16:15,7779.91
2026-01-15,16:30,7924.50
2026-01-15,16:45,8027.66
2026-01-15,17:00,8194.33
2026-01-15,17:15,8424.03
2026-01-15,17:30,8221.75
2026-01-15,17:45,8231.45
2026-01-15,18:00,8200.88
2026-01-15,18:15,8135.12
2026-01-15,18:30,8173.85
2026-01-15,18:45,8258.99
2026-01-15,19:00,8198.95
2026-01-15,19:15,8143.70
2026-01-15,19:30,8133.93
2026-01-15,19:45,8077.29
2026-01-15,20:00,8053.38
2026-01-15,20:15,8051.78
2026-01-15,20:30,7955.09
2026-01-15,20:45,7914.26
2026-01-15,21:00,7835.67
2026-01-15,21:15,7771.45
2026-01-15,21:30,7729.75
2026-01-15,21:45,7684.15
2026-01-15,22:00,7633.04
2026-01-15,22:15,7911.01
2026-01-15,22:30,7873.34
2026-01-15,22:45,7684.73
2026-01-15,23:00,7703.81
2026-01-15,23:15,7410.18
2026-01-15,23:30,7210.73
2026-01-15,23:45,7209.98
2026-01-15,24:00,7193.57
2026-01-16,00:15,7205.58
2026-01-16,00:30,7205.12
2026-01-16,00:45,7146.64
2026-01-16,01:00,7163.54
2026-01-16,01:15,7126.62
2026-01-16,01:30,7116.63
2026-01-16,01:45,7062.04
2026-01-16,02:00,7062.20
2026-01-16,02:15,7111.12
2026-01-16,02:30,7112.99
2026-01-16,02:45,7114.78
2026-01-16,03:00,7193.24
2026-01-16,03:15,7262.23
2026-01-16,03:30,7266.74
2026-01-16,03:45,7267.79
2026-01-16,04:00,7257.05
2026-01-16,04:15,7343.83
2026-01-16,04:30,7358.90
2026-01-16,04:45,7367
2026-01-16,05:00,7369.30
2026-01-16,05:15,7435.06
2026-01-16,05:30,7362.78
2026-01-16,05:45,7316.91
2026-01-16,06:00,7304.36
2026-01-16,06:15,7628.84
2026-01-16,06:30,7585.74
2026-01-16,06:45,7589.77
2026-01-16,07:00,7567.86
2026-01-16,07:15,7287.27
2026-01-16,07:30,7392.52
2026-01-16,07:45,7398.07
2026-01-16,08:00,7443.71
2026-01-16,08:15,7472
2026-01-16,08:30,7543.80
2026-01-16,08:45,7539.96
2026-01-16,09:00,7525.35
2026-01-16,09:15,7388.90
2026-01-16,09:30,7568.26
2026-01-16,09:45,7700.21
2026-01-16,10:00,8049.71
2026-01-16,10:15,8436.57
2026-01-16,10:30,8636.67
2026-01-16,10:45,8739.63
2026-01-16,11:00,8860.22
2026-01-16,11:15,8860.99
2026-01-16,11:30,8903.66
2026-01-16,11:45,8898.30
2026-01-16,12:00,8919.46
2026-01-16,12:15,8868.92
2026-01-16,12:30,8865.44
2026-01-16,12:45,8884.81
2026-01-16,13:00,8823.94
2026-01-16,13:15,8831.10
2026-01-16,13:30,8773.44
2026-01-16,13:45,8457.32
2026-01-16,14:00,8219.11
2026-01-16,14:15,8219.41
2026-01-16,14:30,8230.70
2026-01-16,14:45,8182.95
2026-01-16,15:00,8105.81
2026-01-16,15:15,8320.06
2026-01-16,15:30,8197.92
2026-01-16,15:45,7996.73
2026-01-16,16:00,7742.12
2026-01-16,16:15,7807.63
2026-01-16,16:30,7913.39
2026-01-16,16:45,7936.25
2026-01-16,17:00,8032.31
2026-01-16,17:15,8165.08
2026-01-16,17:30,8039.80
2026-01-16,17:45,8038.94
2026-01-16,18:00,8047.56
2026-01-16,18:15,8060.43
2026-01-16,18:30,8026.85
2026-01-16,18:45,8076.62
2026-01-16,19:00,8090.91
2026-01-16,19:15,8126.38
2026-01-16,19:30,8165.23
2026-01-16,19:45,8152.52
2026-01-16,20:00,8131.52
2026-01-16,20:15,8070.47
2026-01-16,20:30,7990.62
2026-01-16,20:45,8000.10
2026-01-16,21:00,7933.10
2026-01-16,21:15,7938.43
2026-01-16,21:30,7966.11
2026-01-16,21:45,7867.12
2026-01-16,22:00,7836.48
2026-01-16,22:15,7926.69
2026-01-16,22:30,7863.24
2026-01-16,22:45,7716.38
2026-01-16,23:00,7573.14
2026-01-16,23:15,7464.99
2026-01-16,23:30,7314.56
2026-01-16,23:45,7311.85
2026-01-16,24:00,7333.54
2026-01-17,00:15,7361.51
2026-01-17,00:30,7354.42
2026-01-17,00:45,7353.50
2026-01-17,01:00,7342.89
2026-01-17,01:15,7368.10
2026-01-17,01:30,7340.23
2026-01-17,01:45,7220.34
2026-01-17,02:00,7207.06
2026-01-17,02:15,7189.33
2026-01-17,02:30,7214.28
2026-01-17,02:45,7225.83
2026-01-17,03:00,7175.59
2026-01-17,03:15,7298.21
2026-01-17,03:30,7284.35
2026-01-17,03:45,7319.63
2026-01-17,04:00,7314.58
2026-01-17,04:15,7312.67
2026-01-17,04:30,7299.05
2026-01-17,04:45,7337.90
2026-01-17,05:00,7354.47
2026-01-17,05:15,7384.58
2026-01-17,05:30,7458.13
2026-01-17,05:45,7573.81
2026-01-17,06:00,7661.33
2026-01-17,06:15,7795.25
2026-01-17,06:30,7817.28
2026-01-17,06:45,7827.85
2026-01-17,07:00,7811.94
2026-01-17,07:15,7478.67
2026-01-17,07:30,7520.88
2026-01-17,07:45,7477.25
2026-01-17,08:00,7426.83
2026-01-17,08:15,7524.58
2026-01-17,08:30,7514.59
2026-01-17,08:45,7562.91
2026-01-17,09:00,7693.08
2026-01-17,09:15,7776.67
2026-01-17,09:30,8180.74
2026-01-17,09:45,8618.42
2026-01-17,10:00,9128.03
2026-01-17,10:15,9403.93
2026-01-17,10:30,9719.60
2026-01-17,10:45,9722.80
2026-01-17,11:00,9499.92
2026-01-17,11:15,9296.38
2026-01-17,11:30,9255.31
2026-01-17,11:45,9139.89
2026-01-17,12:00,9094.91
2026-01-17,12:15,9061.73
2026-01-17,12:30,9078.52
2026-01-17,12:45,9011.97
2026-01-17,13:00,8956.33
2026-01-17,13:15,8869.03
2026-01-17,13:30,8843.50
2026-01-17,13:45,8854.47
2026-01-17,14:00,8825.29
2026-01-17,14:15,8895.27
2026-01-17,14:30,8813.98
2026-01-17,14:45,8892.96
2026-01-17,15:00,8863.36
2026-01-17,15:15,8858.19
2026-01-17,15:30,8881.91
2026-01-17,15:45,8800.53
2026-01-17,16:00,8549.29
2026-01-17,16:15,7986.20
2026-01-17,16:30,7909.10
2026-01-17,16:45,8073.36
2026-01-17,17:00,8138.25
2026-01-17,17:15,8273.81
2026-01-17,17:30,8292.37
2026-01-17,17:45,8350.03
2026-01-17,18:00,8349.15
2026-01-17,18:15,8319.57
2026-01-17,18:30,8364.41
2026-01-17,18:45,8474.01
2026-01-17,19:00,8433.38
2026-01-17,19:15,8427.68
2026-01-17,19:30,8456.23
2026-01-17,19:45,8441.07
2026-01-17,20:00,8434.30
2026-01-17,20:15,8434.18
2026-01-17,20:30,8416.78
2026-01-17,20:45,8423.61
2026-01-17,21:00,8431.57
2026-01-17,21:15,8428.38
2026-01-17,21:30,8422.07
2026-01-17,21:45,8275.22
2026-01-17,22:00,8234.11
2026-01-17,22:15,8282.93
2026-01-17,22:30,8149.74
2026-01-17,22:45,8071.49
2026-01-17,23:00,8052.44
2026-01-17,23:15,7845.67
2026-01-17,23:30,7652.73
2026-01-17,23:45,7707.09
2026-01-17,24:00,7619.10
2026-01-18,00:15,7778.64
2026-01-18,00:30,7613.40
2026-01-18,00:45,7542.23
2026-01-18,01:00,7487.50
2026-01-18,01:15,7444.36
2026-01-18,01:30,7262.12
2026-01-18,01:45,7273.22
2026-01-18,02:00,7371.78
2026-01-18,02:15,7310.08
2026-01-18,02:30,7321.88
2026-01-18,02:45,7340.43
2026-01-18,03:00,7296.23
2026-01-18,03:15,7505.33
2026-01-18,03:30,7478.37
2026-01-18,03:45,7528.48
2026-01-18,04:00,7526.72
2026-01-18,04:15,7468.56
2026-01-18,04:30,7480.73
2026-01-18,04:45,7510.41
2026-01-18,05:00,7534.56
2026-01-18,05:15,7544.60
2026-01-18,05:30,7588.88
2026-01-18,05:45,7660.28
2026-01-18,06:00,7753.20
2026-01-18,06:15,7936.06
2026-01-18,06:30,7901.97
2026-01-18,06:45,7891.28
2026-01-18,07:00,7880.90
2026-01-18,07:15,7820.92
2026-01-18,07:30,7877.30
2026-01-18,07:45,7834.63
2026-01-18,08:00,7778.81
2026-01-18,08:15,7840.48
2026-01-18,08:30,7757.52
2026-01-18,08:45,7752.79
2026-01-18,09:00,7815.91
2026-01-18,09:15,7928.10
2026-01-18,09:30,8055.97
2026-01-18,09:45,8275.28
2026-01-18,10:00,8600.19
2026-01-18,10:15,8721.15
2026-01-18,10:30,8695.88
2026-01-18,10:45,8738.57
2026-01-18,11:00,8785.37
2026-01-18,11:15,8766.88
2026-01-18,11:30,8739.57
2026-01-18,11:45,8274.76
2026-01-18,12:00,8226.27
2026-01-18,12:15,8243.85
2026-01-18,12:30,8251.15
2026-01-18,12:45,8201.78
2026-01-18,13:00,8193.37
2026-01-18,13:15,8155.87
2026-01-18,13:30,8156.63
2026-01-18,13:45,8153.74
2026-01-18,14:00,8073.08
2026-01-18,14:15,8079.71
2026-01-18,14:30,8021.94
2026-01-18,14:45,8024.63
2026-01-18,15:00,8050.15
2026-01-18,15:15,7894.56
2026-01-18,15:30,7711.69
2026-01-18,15:45,7689.29
2026-01-18,16:00,7606.02
2026-01-18,16:15,7529.90
2026-01-18,16:30,7616.48
2026-01-18,16:45,7977.64
2026-01-18,17:00,8256.78
2026-01-18,17:15,8512.50
2026-01-18,17:30,8497.17
2026-01-18,17:45,8498.54
2026-01-18,18:00,8443.22
2026-01-18,18:15,8341.30
2026-01-18,18:30,8379.63
2026-01-18,18:45,8465.03
2026-01-18,19:00,8427.25
2026-01-18,19:15,8543.83
2026-01-18,19:30,8554.39
2026-01-18,19:45,8552.28
2026-01-18,20:00,8558.33
2026-01-18,20:15,8570.50
2026-01-18,20:30,8562.83
2026-01-18,20:45,8559.50
2026-01-18,21:00,8531.81
2026-01-18,21:15,8421.06
2026-01-18,21:30,8398.98
2026-01-18,21:45,8242.88
2026-01-18,22:00,8217.93
2026-01-18,22:15,8234.70
2026-01-18,22:30,8158.09
2026-01-18,22:45,7960.79
2026-01-18,23:00,7803.75
2026-01-18,23:15,7511.25
2026-01-18,23:30,7472.73
2026-01-18,23:45,7442.94
2026-01-18,24:00,7382.35
2026-01-19,00:15,7692.18
2026-01-19,00:30,7528.35
2026-01-19,00:45,7505.39
2026-01-19,01:00,7472.67
2026-01-19,01:15,7370.66
2026-01-19,01:30,7347.27
2026-01-19,01:45,7327.26
2026-01-19,02:00,7303.53
2026-01-19,02:15,7406.77
2026-01-19,02:30,7398.60
2026-01-19,02:45,7414.67
2026-01-19,03:00,7382.04
2026-01-19,03:15,7426.56
